Assembly_accession	Superkingdom	Species_taxid	Genome_size	Genome_sizeM
GCF_000913875.1	Viral	1415627	2100	0.002002716
GCF_000899075.1	Viral	1214955	2110	0.002012253
GCF_000870205.1	Viral	400121	2115	0.002017021
GCF_003846805.1	Viral	2293296	2116	0.002017975
GCF_004128935.1	Viral	1592109	2118	0.002019882
GCF_000954555.1	Viral	1618258	2122	0.002023697
GCF_003847005.1	Viral	2293277	2122	0.002023697
GCF_003847105.1	Viral	2293285	2122	0.002023697
GCF_001684645.1	Viral	1788452	2123	0.002024651
GCF_002818545.1	Viral	2065044	2123	0.002024651
GCF_004128975.1	Viral	1592113	2124	0.002025604
GCF_003847085.1	Viral	2293305	2124	0.002025604
GCF_001274045.1	Viral	1692250	2125	0.002026558
GCF_000843885.1	Viral	1414603	2128	0.002029419
GCF_000954515.1	Viral	1618233	2130	0.002031326
GCF_001646575.1	Viral	1843771	2130	0.002031326
GCF_003846825.1	Viral	2293287	2132	0.002033234
GCF_002826085.1	Viral	2004966	2138	0.002038956
GCF_000955555.1	Viral	1618239	2139	0.002039909
GCF_002818525.1	Viral	2065043	2146	0.002046585
GCF_000868125.1	Viral	349370	2148	0.002048492
GCF_004129175.1	Viral	1592116	2149	0.002049446
GCF_000887235.1	Viral	687384	2153	0.002053261
GCF_000954795.1	Viral	1618248	2156	0.002056122
GCF_001589655.1	Viral	1685764	2156	0.002056122
GCF_001590395.1	Viral	1809112	2158	0.002058029
GCF_001722765.1	Viral	1849532	2158	0.002058029
GCF_004041515.1	Viral	2249941	2159	0.002058983
GCF_004129055.1	Viral	1592117	2162	0.002061844
GCF_000921355.1	Viral	1521389	2163	0.002062798
GCF_000906275.1	Viral	1194757	2164	0.002063751
GCF_000886635.1	Viral	642254	2165	0.002064705
GCF_002219365.1	Viral	2016460	2165	0.002064705
GCF_001590515.1	Viral	1685777	2172	0.002071381
GCF_001964675.1	Viral	1922927	2172	0.002071381
GCF_003846725.1	Viral	2293289	2174	0.002073288
GCF_004045935.1	Viral	1959844	2175	0.002074242
GCF_004129155.1	Viral	1592124	2176	0.002075195
GCF_000931255.1	Viral	1592083	2178	0.002077103
GCF_004133785.1	Viral	2304512	2178	0.002077103
GCF_000917895.1	Viral	1234872	2179	0.002078056
GCF_004130795.1	Viral	2734325	2179	0.002078056
GCF_004133005.1	Viral	2480195	2180	0.00207901
GCF_001274305.1	Viral	1692247	2183	0.002081871
GCF_004134165.1	Viral	2282645	2184	0.002082825
GCF_002819565.1	Viral	2003313	2185	0.002083778
GCF_003847045.1	Viral	2293292	2191	0.0020895
GCF_001684705.1	Viral	1788440	2200	0.002098083
GCF_000918055.1	Viral	1282444	2202	0.002099991
GCF_000923995.1	Viral	1985416	2204	0.002101898
GCF_004129215.1	Viral	1634476	2205	0.002102852
GCF_002355085.1	Viral	1329650	2211	0.002108574
GCF_002819505.1	Viral	2003310	2212	0.002109528
GCF_000973335.1	Viral	2004965	2212	0.002109528
GCF_000929355.1	Viral	1592084	2213	0.002110481
GCF_002210755.1	Viral	2010283	2213	0.002110481
GCF_000931235.1	Viral	1592087	2225	0.002121925
GCF_000921375.1	Viral	1521385	2226	0.002122879
GCF_000928795.1	Viral	1985419	2227	0.002123833
GCF_003846845.1	Viral	2293286	2228	0.002124786
GCF_003847265.1	Viral	2293288	2228	0.002124786
GCF_001964335.1	Viral	1922876	2230	0.002126694
GCF_000973355.1	Viral	1634484	2232	0.002128601
GCF_000927915.1	Viral	1391038	2234	0.002130508
GCF_000924275.1	Viral	1427157	2234	0.002130508
GCF_000921475.1	Viral	2004486	2235	0.002131462
GCF_000928235.1	Viral	1985418	2236	0.002132416
GCF_000882055.1	Viral	1218490	2238	0.002134323
GCF_002210895.1	Viral	2012677	2241	0.002137184
GCF_000954915.1	Viral	1618257	2244	0.002140045
GCF_003726755.1	Viral	1519392	2247	0.002142906
GCF_000973235.1	Viral	2004960	2247	0.002142906
GCF_000928295.1	Viral	2004967	2251	0.002146721
GCF_000885775.1	Viral	642256	2254	0.002149582
GCF_003847785.1	Viral	2219118	2254	0.002149582
GCF_000921755.1	Viral	1427156	2255	0.002150536
GCF_003847545.1	Viral	2291614	2255	0.002150536
GCF_002210695.1	Viral	2560820	2255	0.002150536
GCF_003846765.1	Viral	2293298	2256	0.002151489
GCF_000884135.1	Viral	642251	2257	0.002152443
GCF_001646315.1	Viral	1985385	2258	0.002153397
GCF_003846785.1	Viral	2293307	2258	0.002153397
GCF_000915375.1	Viral	1454025	2259	0.00215435
GCF_003847685.1	Viral	2230896	2259	0.00215435
GCF_000955175.1	Viral	1618246	2260	0.002155304
GCF_003847745.1	Viral	2219120	2260	0.002155304
GCF_000891655.1	Viral	991022	2262	0.002157211
GCF_000929835.1	Viral	1985420	2264	0.002159119
GCF_002825925.1	Viral	1985403	2265	0.002160072
GCF_000930835.1	Viral	1985409	2268	0.002162933
GCF_001967675.1	Viral	1930298	2270	0.002164841
GCF_003848525.1	Viral	2108552	2272	0.002166748
GCF_003848425.1	Viral	2108549	2276	0.002170563
GCF_000928815.1	Viral	1391037	2279	0.002173424
GCF_002825725.1	Viral	1985390	2279	0.002173424
GCF_000928775.1	Viral	1985394	2280	0.002174377
GCF_002825885.1	Viral	1985401	2283	0.002177238
GCF_001684805.1	Viral	1788442	2284	0.002178192
GCF_001292975.1	Viral	1985405	2286	0.002180099
GCF_000973195.1	Viral	2004957	2288	0.002182007
GCF_004129255.1	Viral	1673633	2290	0.002183914
GCF_000929255.1	Viral	1592104	2292	0.002185822
GCF_000929795.1	Viral	1985382	2292	0.002185822
GCF_000954435.1	Viral	1618249	2293	0.002186775
GCF_001273685.1	Viral	1985375	2295	0.002188683
GCF_000886735.1	Viral	1985406	2295	0.002188683
GCF_001646495.1	Viral	1985372	2296	0.002189636
GCF_002826025.1	Viral	2004961	2299	0.002192497
GCF_001045285.1	Viral	1670973	2300	0.002193451
GCF_001590295.1	Viral	1685762	2300	0.002193451
GCF_002004035.1	Viral	1941234	2301	0.002194405
GCF_002825805.1	Viral	1985397	2301	0.002194405
GCF_002210855.1	Viral	1986477	2302	0.002195358
GCF_000927875.1	Viral	1985383	2304	0.002197266
GCF_003726155.1	Viral	1034806	2305	0.002198219
GCF_002219905.1	Viral	2016461	2308	0.00220108
GCF_003847425.1	Viral	2293308	2308	0.00220108
GCF_003848005.1	Viral	2219123	2309	0.002202034
GCF_001589495.1	Viral	1685781	2311	0.002203941
GCF_002825905.1	Viral	1985402	2311	0.002203941
GCF_000955575.1	Viral	1618235	2313	0.002205849
GCF_002211035.1	Viral	1986478	2313	0.002205849
GCF_004134205.1	Viral	2282643	2313	0.002205849
GCF_000973415.1	Viral	2004963	2314	0.002206802
GCF_002937255.1	Viral	2077299	2314	0.002206802
GCF_002004655.1	Viral	1941237	2315	0.002207756
GCF_000930215.1	Viral	1985408	2315	0.002207756
GCF_000929175.1	Viral	2004968	2315	0.002207756
GCF_001274505.1	Viral	1692254	2316	0.00220871
GCF_000930795.1	Viral	2560818	2317	0.002209663
GCF_000927895.1	Viral	1985371	2318	0.002210617
GCF_003985485.1	Viral	1128073	2319	0.002211571
GCF_003846665.1	Viral	2293310	2319	0.002211571
GCF_001646535.1	Viral	1985426	2322	0.002214432
GCF_002825745.1	Viral	1985391	2326	0.002218246
GCF_001590595.1	Viral	1685761	2327	0.0022192
GCF_002004355.1	Viral	1941233	2327	0.0022192
GCF_002825685.1	Viral	1985387	2329	0.002221107
GCF_000930435.1	Viral	1985380	2330	0.002222061
GCF_002825845.1	Viral	1985399	2331	0.002223015
GCF_002825665.1	Viral	1985384	2332	0.002223969
GCF_002825705.1	Viral	1985389	2333	0.002224922
GCF_002271165.1	Viral	2017712	2333	0.002224922
GCF_000955275.1	Viral	1618259	2334	0.002225876
GCF_001589875.1	Viral	1685737	2334	0.002225876
GCF_002210835.1	Viral	1986479	2334	0.002225876
GCF_003846605.1	Viral	2041417	2334	0.002225876
GCF_002825765.1	Viral	1985395	2335	0.00222683
GCF_000918995.1	Viral	1985421	2336	0.002227783
GCF_000930475.1	Viral	1985429	2336	0.002227783
GCF_000859305.1	Viral	393049	2337	0.002228737
GCF_000922615.1	Viral	1542745	2338	0.002229691
GCF_000919515.1	Viral	1985374	2338	0.002229691
GCF_004129015.1	Viral	1592115	2339	0.002230644
GCF_001589795.1	Viral	1685785	2339	0.002230644
GCF_002825945.1	Viral	1985404	2339	0.002230644
GCF_003848545.1	Viral	2108550	2340	0.002231598
GCF_003847605.1	Viral	2230900	2340	0.002231598
GCF_001725855.1	Viral	1897538	2341	0.002232552
GCF_003848405.1	Viral	2108551	2341	0.002232552
GCF_004133805.1	Viral	2734326	2341	0.002232552
GCF_003846625.1	Viral	2293279	2342	0.002233505
GCF_000926215.1	Viral	1985417	2343	0.002234459
GCF_000923355.1	Viral	2004487	2344	0.002235413
GCF_001866815.1	Viral	2169856	2345	0.002236366
GCF_000917975.1	Viral	1234887	2351	0.002242088
GCF_000928275.1	Viral	1985407	2354	0.002244949
GCF_001645955.1	Viral	1985425	2355	0.002245903
GCF_000927775.1	Viral	1379720	2356	0.002246857
GCF_001679875.1	Viral	2004962	2356	0.002246857
GCF_002818505.1	Viral	687381	2357	0.00224781
GCF_000928395.1	Viral	1592101	2358	0.002248764
GCF_001679855.1	Viral	1862824	2358	0.002248764
GCF_002825865.1	Viral	1985400	2358	0.002248764
GCF_001274165.1	Viral	1692253	2359	0.002249718
GCF_002825965.1	Viral	1985410	2361	0.002251625
GCF_001448415.2	Viral	1985413	2361	0.002251625
GCF_000919635.1	Viral	1985378	2362	0.002252579
GCF_002004995.1	Viral	1941239	2363	0.002253532
GCF_002826125.1	Viral	2005506	2363	0.002253532
GCF_000954855.1	Viral	1618236	2364	0.002254486
GCF_000928215.1	Viral	1985428	2366	0.002256393
GCF_002826105.1	Viral	2005505	2366	0.002256393
GCF_000912415.1	Viral	1415628	2367	0.002257347
GCF_001910755.1	Viral	1922955	2367	0.002257347
GCF_001646335.1	Viral	1985377	2367	0.002257347
GCF_000928495.1	Viral	1592081	2371	0.002261162
GCF_003847245.1	Viral	2293299	2371	0.002261162
GCF_001967795.1	Viral	1923274	2372	0.002262115
GCF_001646515.1	Viral	1985379	2375	0.002264977
GCF_002890135.1	Viral	2057942	2376	0.00226593
GCF_003846905.1	Viral	2293309	2376	0.00226593
GCF_000973475.1	Viral	1985388	2377	0.002266884
GCF_000931075.1	Viral	1985373	2379	0.002268791
GCF_002825825.1	Viral	1985398	2380	0.002269745
GCF_002825985.1	Viral	1985427	2380	0.002269745
GCF_003848625.1	Viral	1983771	2381	0.002270699
GCF_001646115.1	Viral	1985376	2384	0.00227356
GCF_003726655.1	Viral	1519386	2385	0.002274513
GCF_001448435.1	Viral	1985415	2385	0.002274513
GCF_001923435.1	Viral	1923210	2387	0.002276421
GCF_000914335.1	Viral	1454024	2389	0.002278328
GCF_001966735.1	Viral	1922954	2390	0.002279282
GCF_000928655.1	Viral	1379725	2391	0.002280235
GCF_000916015.1	Viral	1454028	2393	0.002282143
GCF_000930315.1	Viral	1592103	2393	0.002282143
GCF_001590075.1	Viral	1685754	2393	0.002282143
GCF_000928755.1	Viral	1985381	2395	0.00228405
GCF_002825785.1	Viral	1985396	2395	0.00228405
GCF_001590375.1	Viral	1685753	2396	0.002285004
GCF_001292915.1	Viral	1985392	2396	0.002285004
GCF_000929155.1	Viral	1985411	2396	0.002285004
GCF_000927855.1	Viral	1985386	2397	0.002285957
GCF_003846525.1	Viral	2041419	2399	0.002287865
GCF_000914355.1	Viral	1454022	2401	0.002289772
GCF_000930195.1	Viral	1593424	2401	0.002289772
GCF_001275275.1	Viral	1692259	2403	0.002291679
GCF_001722945.1	Viral	1849531	2405	0.002293587
GCF_000954495.1	Viral	1618237	2408	0.002296448
GCF_000864805.1	Viral	12618	2409	0.002297401
GCF_004134185.1	Viral	2282644	2409	0.002297401
GCF_004134145.1	Viral	2282646	2409	0.002297401
GCF_001274285.1	Viral	1692252	2414	0.00230217
GCF_001924535.1	Viral	1922948	2418	0.002305984
GCF_001684825.1	Viral	1788438	2420	0.002307892
GCF_001274125.1	Viral	1692260	2422	0.002309799
GCF_000919075.1	Viral	1282443	2427	0.002314568
GCF_001274145.1	Viral	1692255	2427	0.002314568
GCF_001959355.1	Viral	1923435	2428	0.002315521
GCF_003846705.1	Viral	2293290	2429	0.002316475
GCF_000928475.1	Viral	1592085	2430	0.002317429
GCF_003848105.1	Viral	2219125	2431	0.002318382
GCF_001589515.1	Viral	1685746	2437	0.002324104
GCF_002219705.1	Viral	2017083	2438	0.002325058
GCF_001590115.1	Viral	1685784	2440	0.002326965
GCF_001966755.1	Viral	1922949	2442	0.002328873
GCF_001645935.1	Viral	1985393	2442	0.002328873
GCF_000896975.1	Viral	1163715	2444	0.00233078
GCF_000853205.1	Viral	88389	2449	0.002335548
GCF_000931015.1	Viral	1592090	2449	0.002335548
GCF_001274265.1	Viral	1692257	2449	0.002335548
GCF_001967295.1	Viral	1923273	2451	0.002337456
GCF_003846865.1	Viral	2293295	2454	0.002340317
GCF_001959455.1	Viral	1923397	2455	0.00234127
GCF_002826045.1	Viral	2004964	2458	0.002344131
GCF_000955235.1	Viral	1618234	2461	0.002346992
GCF_001927075.1	Viral	1922454	2461	0.002346992
GCF_001684745.1	Viral	1788455	2469	0.002354622
GCF_000891935.1	Viral	1002273	2471	0.002356529
GCF_000905215.1	Viral	1296573	2474	0.00235939
GCF_003726675.1	Viral	1519387	2476	0.002361298
GCF_000921775.1	Viral	1543419	2477	0.002362251
GCF_000919535.1	Viral	1229325	2479	0.002364159
GCF_000929755.1	Viral	1379707	2484	0.002368927
GCF_004131445.1	Viral	2054614	2487	0.002371788
GCF_000885075.1	Viral	163654	2488	0.002372742
GCF_001722685.1	Viral	1848153	2495	0.002379417
GCF_001646595.1	Viral	1843767	2496	0.002380371
GCF_001926155.1	Viral	1923278	2497	0.002381325
GCF_005410505.1	Viral	2560575	2497	0.002381325
GCF_001684485.1	Viral	1676185	2498	0.002382278
GCF_002819725.1	Viral	1987732	2503	0.002387047
GCF_001722985.1	Viral	1848150	2505	0.002388954
GCF_002210495.1	Viral	1985159	2507	0.002390862
GCF_004134085.1	Viral	2249930	2510	0.002393723
GCF_003033445.1	Viral	2169932	2516	0.002399445
GCF_001968355.1	Viral	1922956	2518	0.002401352
GCF_001646135.1	Viral	1985412	2521	0.002404213
GCF_001722785.1	Viral	1848151	2523	0.00240612
GCF_002987745.1	Viral	11878	2524	0.002407074
GCF_003033615.1	Viral	2170120	2524	0.002407074
GCF_000924395.1	Viral	1548711	2528	0.002410889
GCF_001684925.1	Viral	1788441	2535	0.002417564
GCF_000916035.1	Viral	1454023	2540	0.002422333
GCF_000955475.1	Viral	1562379	2550	0.00243187
GCF_004128795.1	Viral	1133728	2553	0.002434731
GCF_000955595.1	Viral	1562380	2560	0.002441406
GCF_001926615.1	Viral	1922443	2563	0.002444267
GCF_003033465.1	Viral	2169933	2567	0.002448082
GCF_000850945.1	Viral	88388	2569	0.002449989
GCF_000929235.1	Viral	1595998	2578	0.002458572
GCF_000954775.1	Viral	1618252	2578	0.002458572
GCF_000894595.1	Viral	1114942	2580	0.00246048
GCF_004134125.1	Viral	2282642	2580	0.00246048
GCF_004128895.1	Viral	1592128	2583	0.002463341
GCF_001957695.1	Viral	1932006	2586	0.002466202
GCF_000955635.1	Viral	1618256	2588	0.002468109
GCF_000918075.1	Viral	2170130	2588	0.002468109
GCF_002818565.1	Viral	2065045	2589	0.002469063
GCF_003033495.1	Viral	2169936	2592	0.002471924
GCF_004132965.1	Viral	2480191	2596	0.002475739
GCF_000924135.1	Viral	2170124	2599	0.0024786
GCF_001645895.1	Viral	2169875	2600	0.002479553
GCF_001274205.1	Viral	1692244	2603	0.002482414
GCF_003033475.1	Viral	2169934	2605	0.002484322
GCF_003033485.1	Viral	2169935	2605	0.002484322
GCF_000955155.1	Viral	1618250	2612	0.002490997
GCF_000931115.1	Viral	2170112	2613	0.002491951
GCF_001966175.1	Viral	1922943	2614	0.002492905
GCF_000930955.1	Viral	1592102	2615	0.002493858
GCF_004131425.1	Viral	2054613	2617	0.002495766
GCF_000906435.1	Viral	2170119	2617	0.002495766
GCF_000851605.1	Viral	186772	2619	0.002497673
GCF_000931035.1	Viral	1592086	2621	0.00249958
GCF_001684785.1	Viral	1788446	2625	0.002503395
GCF_001706985.1	Viral	1826822	2625	0.002503395
GCF_000919735.1	Viral	1407638	2627	0.002505302
GCF_001678275.1	Viral	1816485	2633	0.002511024
GCF_001684905.1	Viral	1788445	2636	0.002513885
GCF_003846645.1	Viral	2293291	2636	0.002513885
GCF_000908295.1	Viral	1291515	2638	0.002515793
GCF_000931195.1	Viral	1592095	2640	0.0025177
GCF_001461625.1	Viral	1629665	2640	0.0025177
GCF_001678315.1	Viral	1816487	2641	0.002518654
GCF_003033515.1	Viral	2170106	2644	0.002521515
GCF_000943685.1	Viral	1133727	2646	0.002523422
GCF_000931315.1	Viral	2170114	2650	0.002527237
GCF_000929415.1	Viral	2170111	2655	0.002532005
GCF_001273705.1	Viral	2170126	2656	0.002532959
GCF_001957575.1	Viral	1923258	2664	0.002540588
GCF_000908375.1	Viral	2170118	2664	0.002540588
GCF_002271185.1	Viral	1820159	2670	0.00254631
GCF_002194485.1	Viral	2010248	2671	0.002547264
GCF_000893495.1	Viral	858517	2672	0.002548218
GCF_001441035.1	Viral	1519391	2673	0.002549171
GCF_004131365.1	Viral	2054611	2673	0.002549171
GCF_003846945.1	Viral	2293284	2673	0.002549171
GCF_000849725.1	Viral	57119	2674	0.002550125
GCF_000927635.1	Viral	1568974	2676	0.002552032
GCF_004132785.1	Viral	2163916	2677	0.002552986
GCF_000919895.1	Viral	1488557	2678	0.00255394
GCF_000840085.1	Viral	10830	2680	0.002555847
GCF_003033415.1	Viral	2169876	2681	0.002556801
GCF_000887795.1	Viral	930965	2683	0.002558708
GCF_001678355.1	Viral	1816486	2685	0.002560616
GCF_002825025.1	Viral	1162557	2686	0.002561569
GCF_003033425.1	Viral	2169877	2686	0.002561569
GCF_002375055.1	Viral	2021738	2687	0.002562523
GCF_000926035.1	Viral	2170125	2687	0.002562523
GCF_000930255.1	Viral	1590155	2688	0.002563477
GCF_001589675.1	Viral	1685760	2688	0.002563477
GCF_000880315.1	Viral	463360	2689	0.00256443
GCF_000930715.1	Viral	1514665	2690	0.002565384
GCF_000915595.1	Viral	1435446	2691	0.002566338
GCF_001925575.1	Viral	1922439	2692	0.002567291
GCF_000923875.1	Viral	1521390	2694	0.002569199
GCF_003033505.1	Viral	2170105	2694	0.002569199
GCF_000954815.1	Viral	1618244	2695	0.002570152
GCF_000852385.1	Viral	88387	2696	0.002571106
GCF_000845785.1	Viral	92963	2697	0.00257206
GCF_000888595.1	Viral	681518	2701	0.002575874
GCF_000890315.1	Viral	887827	2702	0.002576828
GCF_000927755.1	Viral	1576597	2702	0.002576828
GCF_001646075.1	Viral	2169931	2703	0.002577782
GCF_004787035.1	Viral	1387160	2704	0.002578735
GCF_003033535.1	Viral	2170108	2704	0.002578735
GCF_003034025.1	Viral	2169733	2708	0.00258255
GCF_000911975.1	Viral	1302848	2709	0.002583504
GCF_000860045.1	Viral	279538	2710	0.002584457
GCF_001965095.1	Viral	1923275	2712	0.002586365
GCF_003029125.1	Viral	2169740	2712	0.002586365
GCF_003033525.1	Viral	2170107	2712	0.002586365
GCF_003033575.1	Viral	2170113	2714	0.002588272
GCF_000926055.1	Viral	2170121	2714	0.002588272
GCF_000850925.1	Viral	198597	2715	0.002589226
GCF_000842645.1	Viral	240492	2716	0.002590179
GCF_001923595.1	Viral	1923197	2716	0.002590179
GCF_002937205.1	Viral	2052561	2718	0.002592087
GCF_004129915.1	Viral	2012640	2720	0.002593994
GCF_001965795.1	Viral	1923276	2721	0.002594948
GCF_004787795.1	Viral	2004460	2723	0.002596855
GCF_000849005.1	Viral	11958	2726	0.002599716
GCF_004788095.1	Viral	1982675	2727	0.00260067
GCF_000922455.1	Viral	2170122	2727	0.00260067
GCF_000921615.1	Viral	2170123	2727	0.00260067
GCF_002821805.1	Viral	1032478	2728	0.002601624
GCF_003029395.1	Viral	1949197	2728	0.002601624
GCF_001646175.1	Viral	1843773	2729	0.002602577
GCF_002937215.1	Viral	2052562	2729	0.002602577
GCF_002986915.1	Viral	196691	2730	0.002603531
GCF_003033385.1	Viral	2169576	2730	0.002603531
GCF_003029145.1	Viral	2169742	2730	0.002603531
GCF_000901455.1	Viral	1188812	2732	0.002605438
GCF_003029115.1	Viral	2169739	2732	0.002605438
GCF_001925515.1	Viral	1922436	2733	0.002606392
GCF_001960035.1	Viral	1923501	2733	0.002606392
GCF_001924475.1	Viral	1923199	2734	0.002607346
GCF_002285045.1	Viral	2027645	2735	0.002608299
GCF_002824725.1	Viral	1312724	2736	0.002609253
GCF_001960975.1	Viral	1923392	2736	0.002609253
GCF_003033555.1	Viral	2170109	2738	0.00261116
GCF_002823505.1	Viral	408136	2739	0.002612114
GCF_001689855.1	Viral	1743411	2739	0.002612114
GCF_002823345.1	Viral	1513521	2741	0.002614021
GCF_001965335.1	Viral	1922953	2741	0.002614021
GCF_001958295.1	Viral	1923541	2742	0.002614975
GCF_001645875.1	Viral	2170129	2747	0.002619743
GCF_002821945.1	Viral	858516	2750	0.002622604
GCF_000931215.1	Viral	1592091	2750	0.002622604
GCF_003033405.1	Viral	2169874	2750	0.002622604
GCF_003029135.1	Viral	2169741	2752	0.002624512
GCF_003033395.1	Viral	2169777	2752	0.002624512
GCF_000893575.1	Viral	714310	2754	0.002626419
GCF_002821785.1	Viral	361697	2755	0.002627373
GCF_002822785.1	Viral	643133	2755	0.002627373
GCF_001684665.1	Viral	1788448	2756	0.002628326
GCF_002823845.1	Viral	1340746	2757	0.00262928
GCF_001958735.1	Viral	1923389	2757	0.00262928
GCF_001646295.1	Viral	2169776	2757	0.00262928
GCF_001777245.1	Viral	1904884	2758	0.002630234
GCF_000930355.1	Viral	1379717	2759	0.002631187
GCF_000923895.1	Viral	1521386	2760	0.002632141
GCF_000841285.1	Viral	191460	2761	0.002633095
GCF_000864865.1	Viral	191463	2761	0.002633095
GCF_003029155.1	Viral	2169743	2761	0.002633095
GCF_002270925.1	Viral	2021667	2767	0.002638817
GCF_002986845.1	Viral	666145	2768	0.002639771
GCF_002823985.1	Viral	1089387	2768	0.002639771
GCF_000896915.1	Viral	1129035	2768	0.002639771
GCF_002219565.1	Viral	2016458	2768	0.002639771
