Assembly_accession	superkingdom	genomic_size	Tools
GCF_000010185.1	Bacteria	1.918519974	Kraken2
GCF_000178095.1	Bacteria	2.018274307	Kraken2
GCF_000178155.2	Bacteria	3.923571587	Kraken2
GCF_000174895.1	Bacteria	4.42656517	Kraken2
GCF_001404895.1	Bacteria	2.375575066	Kraken2
GCF_000023205.1	Bacteria	2.415103912	Kraken2
GCF_002250745.1	Bacteria	2.726009369	Kraken2
GCF_001570885.1	Bacteria	2.6019907	Kraken2
GCF_000725405.1	Bacteria	3.006672859	Kraken2
GCF_003124025.1	Bacteria	3.886981964	Kraken2
GCF_000023925.1	Bacteria	2.689266205	Kraken2
GCF_000009005.1	Bacteria	2.648229599	Kraken2
GCF_000009405.1	Bacteria	2.478199005	Kraken2
GCF_000007645.1	Bacteria	2.476979256	Kraken2
GCF_000009865.1	Bacteria	2.605362892	Kraken2
GCF_000816085.1	Bacteria	2.387145042	Kraken2
GCF_000308095.1	Bacteria	2.667102814	Kraken2
GCF_000314755.2	Bacteria	2.578600883	Kraken2
GCF_000338275.1	Bacteria	2.841795921	Kraken2
GCF_000174735.1	Bacteria	2.152870178	Kraken2
GCF_000175175.1	Bacteria	2.348989487	Kraken2
GCF_000875895.1	Bacteria	3.089665413	Kraken2
GCF_002901905.1	Bacteria	2.001434326	Kraken2
GCF_001188855.1	Bacteria	2.351904869	Kraken2
GCF_000612145.1	Bacteria	2.540850639	Kraken2
GCF_000008565.1	Bacteria	3.171440125	Kraken2
GCF_000017005.1	Bacteria	2.121161461	Kraken2
GCF_000148565.1	Bacteria	1.822044373	Kraken2
GCF_000174715.1	Bacteria	2.064115524	Kraken2
GCF_000014205.1	Bacteria	2.306328773	Kraken2
GCF_000018185.1	Bacteria	1.967967033	Kraken2
GCF_000011825.1	Bacteria	1.735090256	Kraken2
GCF_000007465.2	Bacteria	1.963047981	Kraken2
GCF_000227785.1	Bacteria	2.072232246	Kraken2
GCF_000007265.1	Bacteria	2.086014748	Kraken2
GCF_000006885.1	Bacteria	2.086557388	Kraken2
GCF_000006785.2	Bacteria	1.788758278	Kraken2
GCF_000180055.1	Bacteria	2.16390419	Kraken2
GCF_000164675.2	Bacteria	2.079622269	Kraken2
GCF_002073795.1	Bacteria	2.103405952	Kraken2
GCF_000156675.1	Bacteria	2.954101563	Kraken2
GCF_000420345.1	Bacteria	1.929245949	Kraken2
GCF_001921825.1	Bacteria	2.216905594	Kraken2
GCF_000184365.1	Bacteria	1.931779861	Kraken2
GCF_000268305.3	Bacteria	2.189919472	Kraken2
GCF_000187975.2	Bacteria	2.33552742	Kraken2
GCF_000010705.1	Bacteria	2.033956528	Kraken2
GCF_000146405.1	Bacteria	2.012280464	Kraken2
GCF_000020765.1	Bacteria	1.95460701	Kraken2
GCF_900459405.1	Bacteria	2.466161728	Kraken2
GCF_000234015.1	Bacteria	1.868472099	Kraken2
GCF_000187995.2	Bacteria	1.851125717	Kraken2
GCF_000187955.1	Bacteria	1.956301689	Kraken2
GCF_000286075.1	Bacteria	1.991688728	Kraken2
GCF_000180075.1	Bacteria	1.953765869	Kraken2
GCF_000372425.1	Bacteria	1.784995079	Kraken2
GCF_000300915.1	Bacteria	2.006932259	Kraken2
GCF_000187935.1	Bacteria	2.090103149	Kraken2
GCF_000009545.1	Bacteria	1.788676262	Kraken2
GCF_000007785.1	Bacteria	3.244649887	Kraken2
GCF_000147235.1	Bacteria	2.83771801	Kraken2
GCF_000157255.1	Bacteria	3.054696083	Kraken2
GCF_000271405.2	Bacteria	2.758295059	Kraken2
GCF_000373065.1	Bacteria	2.425484657	Kraken2
GCF_000407025.1	Bacteria	2.227963448	Kraken2
GCF_000006865.1	Bacteria	2.28427887	Kraken2
GCF_000205485.1	Bacteria	2.097611427	Kraken2
GCF_000981525.1	Bacteria	2.417186737	Kraken2
GCF_001591745.1	Bacteria	1.91342926	Kraken2
GCF_000327305.1	Bacteria	2.211683273	Kraken2
GCF_002265875.1	Bacteria	3.155708313	Kraken2
GCF_003664125.1	Bacteria	3.312558174	Kraken2
GCF_001465835.2	Bacteria	3.365803719	Kraken2
GCF_000193205.1	Bacteria	2.009441376	Kraken2
GCF_000178435.1	Bacteria	1.954509735	Kraken2
GCF_000173915.1	Bacteria	1.851675034	Kraken2
GCF_000364325.1	Bacteria	1.648414612	Kraken2
GCF_000024225.1	Bacteria	1.490747452	Kraken2
GCF_000174015.1	Bacteria	1.571105957	Kraken2
GCF_000195515.1	Bacteria	3.802102089	Kraken2
GCF_000466385.1	Bacteria	5.158956528	Kraken2
GCF_000007845.1	Bacteria	5.047516823	Kraken2
GCF_000010165.1	Bacteria	6.079873085	Kraken2
GCF_003595605.1	Bacteria	3.365821838	Kraken2
GCF_000003645.1	Bacteria	5.088497162	Kraken2
GCF_001029855.1	Bacteria	5.275702477	Kraken2
GCF_000169195.2	Bacteria	3.430064201	Kraken2
GCF_000565285.1	Bacteria	4.805801392	Kraken2
GCF_001955975.1	Bacteria	7.402439117	Kraken2
GCF_000008425.1	Bacteria	4.077436447	Kraken2
GCF_000025805.1	Bacteria	4.922125816	Kraken2
GCF_000003925.1	Bacteria	5.370630264	Kraken2
GCF_000146875.3	Bacteria	5.209329605	Kraken2
GCF_000305495.1	Bacteria	4.458580017	Kraken2
GCF_000017885.4	Bacteria	3.57723999	Kraken2
GCF_003938985.1	Bacteria	5.507902145	Kraken2
GCF_000513135.1	Bacteria	4.587508202	Kraken2
GCF_000177235.2	Bacteria	4.520662308	Kraken2
GCF_000615945.1	Bacteria	4.387290001	Kraken2
GCF_000392615.1	Bacteria	4.697961807	Kraken2
GCF_000705495.1	Bacteria	2.704931259	Kraken2
GCF_000009045.1	Bacteria	4.070638657	Kraken2
GCF_000178395.2	Bacteria	3.856639862	Kraken2
GCF_000008505.1	Bacteria	5.132128716	Kraken2
GCF_000292245.2	Bacteria	4.241534233	Kraken2
GCF_000307165.1	Bacteria	2.481147766	Kraken2
GCF_000444055.1	Bacteria	3.944470406	Kraken2
GCF_001570725.1	Bacteria	6.529292107	Kraken2
GCF_000165925.1	Bacteria	4.024910927	Kraken2
GCF_000307855.1	Bacteria	4.092603683	Kraken2
GCF_000829535.1	Bacteria	3.908227921	Kraken2
GCF_001591625.1	Bacteria	4.277925491	Kraken2
GCF_001274725.1	Bacteria	5.480666161	Kraken2
GCF_003254155.1	Bacteria	3.178429604	Kraken2
GCF_000009785.1	Bacteria	3.469202995	Kraken2
GCF_000153605.1	Bacteria	3.930744171	Kraken2
GCF_000219535.2	Bacteria	4.976774216	Kraken2
GCF_001591545.1	Bacteria	4.187297821	Kraken2
GCF_000262735.1	Bacteria	3.283053398	Kraken2
GCF_001514495.1	Bacteria	7.081863403	Kraken2
GCF_001189575.1	Bacteria	4.597061157	Kraken2
GCF_004379295.1	Bacteria	3.142095566	Kraken2
GCF_001590685.1	Bacteria	4.513447762	Kraken2
GCF_000785385.1	Bacteria	5.352744102	Kraken2
GCF_000238675.1	Bacteria	3.129796982	Kraken2
GCF_000294755.1	Bacteria	3.79412365	Kraken2
GCF_001543875.1	Bacteria	2.526778221	Kraken2
GCF_001753695.1	Bacteria	4.112550735	Kraken2
GCF_000008765.1	Bacteria	3.990840912	Kraken2
GCF_000452225.2	Bacteria	3.419878006	Kraken2
GCF_000017025.1	Bacteria	3.730596542	Kraken2
GCF_000171115.1	Bacteria	4.396152496	Kraken2
GCF_000145275.1	Bacteria	5.081234932	Kraken2
GCF_900103025.1	Bacteria	2.32281208	Kraken2
GCF_001047375.1	Bacteria	2.643446922	Kraken2
GCF_000003215.1	Bacteria	3.987151146	Kraken2
GCF_001854185.1	Bacteria	4.429022789	Kraken2
GCF_901482605.1	Bacteria	2.64657402	Kraken2
GCF_000526495.1	Bacteria	4.316135406	Kraken2
GCF_000330945.1	Bacteria	4.142491341	Kraken2
GCF_000009685.1	Bacteria	2.979717255	Kraken2
GCF_001190785.1	Bacteria	3.287571907	Kraken2
GCF_003606265.1	Bacteria	3.287740707	Kraken2
GCF_000444095.1	Bacteria	3.465538025	Kraken2
GCF_000466605.1	Bacteria	2.991659164	Kraken2
GCF_000155085.1	Bacteria	3.961360931	Kraken2
GCF_000331995.1	Bacteria	2.872134209	Kraken2
GCF_000196455.1	Bacteria	2.62211132	Kraken2
GCF_000189595.1	Bacteria	5.173023224	Kraken2
GCF_000007625.1	Bacteria	2.774593353	Kraken2
GCF_000015865.1	Bacteria	3.711146355	Kraken2
GCF_000353265.2	Bacteria	2.493005753	Kraken2
GCF_000145615.1	Bacteria	2.689987183	Kraken2
GCF_000332015.1	Bacteria	2.968515396	Kraken2
GCF_000016965.1	Bacteria	5.794244766	Kraken2
GCF_000022065.1	Bacteria	3.928807259	Kraken2
GCF_000371425.1	Bacteria	4.639021873	Kraken2
GCF_000013105.1	Bacteria	2.538413048	Kraken2
GCF_000711825.1	Bacteria	3.011219025	Kraken2
GCF_900115365.1	Bacteria	4.472561836	Kraken2
GCF_900107125.1	Bacteria	2.85640049	Kraken2
GCF_000424205.1	Bacteria	3.424654961	Kraken2
GCF_900618095.1	Bacteria	4.992231369	Kraken2
GCF_000234155.1	Bacteria	5.317832947	Kraken2
GCF_002221555.2	Bacteria	4.952184677	Kraken2
GCF_900129365.1	Bacteria	2.658031464	Kraken2
GCF_000010265.1	Bacteria	3.819382668	Kraken2
GCF_000154345.1	Bacteria	3.159440994	Kraken2
GCF_900103615.1	Bacteria	3.654661179	Kraken2
GCF_000143685.1	Bacteria	4.470829964	Kraken2
GCF_000498755.1	Bacteria	2.954487801	Kraken2
GCF_000014125.1	Bacteria	2.460115433	Kraken2
GCF_003149245.1	Bacteria	5.524273872	Kraken2
GCF_000154485.1	Bacteria	3.125007629	Kraken2
GCF_000968375.1	Bacteria	5.551674843	Kraken2
GCF_000383295.1	Bacteria	3.067790031	Kraken2
GCF_002006235.1	Bacteria	4.777384758	Kraken2
GCF_000647895.1	Bacteria	5.382691383	Kraken2
GCF_000299355.1	Bacteria	3.001433372	Kraken2
GCF_000699585.1	Bacteria	3.2900877	Kraken2
GCF_003284625.1	Bacteria	3.769334793	Kraken2
GCF_000789395.1	Bacteria	3.223906517	Kraken2
GCF_000235605.1	Bacteria	5.661425591	Kraken2
GCF_000215085.1	Bacteria	3.832522392	Kraken2
GCF_000189755.2	Bacteria	2.947852135	Kraken2
GCF_900129285.1	Bacteria	2.78899765	Kraken2
GCF_000284515.1	Bacteria	4.026745796	Kraken2
GCF_000425545.1	Bacteria	3.208047867	Kraken2
GCF_000007665.1	Bacteria	2.495316505	Kraken2
GCF_000011985.1	Bacteria	1.925041199	Kraken2
GCF_000014465.1	Bacteria	2.259908676	Kraken2
GCF_000159195.1	Bacteria	2.815125465	Kraken2
GCF_000026485.1	Bacteria	2.973320961	Kraken2
GCF_000239955.1	Bacteria	2.21082592	Kraken2
GCF_000014405.1	Bacteria	1.793146133	Kraken2
GCF_000015385.1	Bacteria	2.00939846	Kraken2
GCF_000159315.1	Bacteria	2.63859272	Kraken2
GCF_000271445.1	Bacteria	3.308523178	Kraken2
GCF_000023085.1	Bacteria	3.087797165	Kraken2
GCF_000014425.1	Bacteria	1.829245567	Kraken2
GCF_000014525.1	Bacteria	2.823857307	Kraken2
GCF_000010005.1	Bacteria	1.96931076	Kraken2
GCF_000026065.1	Bacteria	1.819877625	Kraken2
GCF_001042405.1	Bacteria	1.646284103	Kraken2
GCF_001243975.1	Bacteria	2.062621117	Kraken2
GCF_001434745.1	Bacteria	2.260129929	Kraken2
GCF_001436185.1	Bacteria	1.507252693	Kraken2
GCF_000182855.2	Bacteria	2.053712845	Kraken2
GCF_000183825.1	Bacteria	1.818836212	Kraken2
GCF_001436315.1	Bacteria	1.625164986	Kraken2
GCF_001434575.1	Bacteria	3.03963089	Kraken2
GCF_000166795.1	Bacteria	2.870438576	Kraken2
GCF_000184535.1	Bacteria	2.412948608	Kraken2
GCF_000010145.1	Bacteria	2.026544571	Kraken2
GCF_000185465.1	Bacteria	1.326680183	Kraken2
GCF_000420365.1	Bacteria	1.312288284	Kraken2
GCF_001438705.1	Bacteria	1.29046917	Kraken2
GCF_000260415.1	Bacteria	2.574319839	Kraken2
GCF_001437425.1	Bacteria	1.710363388	Kraken2
GCF_000364205.1	Bacteria	2.097859383	Kraken2
GCF_000159375.2	Bacteria	2.036786079	Kraken2
GCF_000008925.1	Bacteria	2.060861588	Kraken2
GCF_000225325.1	Bacteria	1.328672409	Kraken2
GCF_001311055.1	Bacteria	2.407232285	Kraken2
GCF_001437355.1	Bacteria	1.485045433	Kraken2
GCF_000621925.1	Bacteria	1.970231056	Kraken2
GCF_000185045.1	Bacteria	1.429459572	Kraken2
GCF_000180015.1	Bacteria	2.051037788	Kraken2
GCF_000159435.1	Bacteria	1.823809624	Kraken2
GCF_000252975.1	Bacteria	2.828179359	Kraken2
GCF_000008285.1	Bacteria	2.805298805	Kraken2
GCF_000027145.1	Bacteria	2.70145607	Kraken2
GCF_000148995.1	Bacteria	2.509267807	Kraken2
GCF_000183905.1	Bacteria	2.813833237	Kraken2
GCF_000060285.1	Bacteria	2.717381477	Kraken2
GCF_000018885.1	Bacteria	3.046759605	Kraken2
GCF_000160815.2	Bacteria	1.686792374	Kraken2
GCF_003143955.1	Bacteria	2.791686058	Kraken2
GCF_000315445.1	Bacteria	1.745130539	Kraken2
GCF_000285995.1	Bacteria	3.031876564	Kraken2
GCF_000175315.3	Bacteria	3.027062416	Kraken2
GCF_001183565.1	Bacteria	2.283041954	Kraken2
GCF_900444995.1	Bacteria	2.50724411	Kraken2
GCF_000711965.1	Bacteria	3.897997856	Kraken2
GCF_000154225.1	Bacteria	2.311763763	Kraken2
GCF_000599565.1	Bacteria	2.15291214	Kraken2
GCF_002909415.1	Bacteria	4.106142044	Kraken2
GCF_000238915.1	Bacteria	4.794267654	Kraken2
GCF_000010425.1	Bacteria	2.017822266	Kraken2
GCF_000155395.1	Bacteria	2.12773037	Kraken2
GCF_000156635.1	Bacteria	1.939788818	Kraken2
GCF_000304215.1	Bacteria	2.092801094	Kraken2
GCF_000158015.1	Bacteria	2.262418747	Kraken2
GCF_000173455.1	Bacteria	1.992198944	Kraken2
GCF_000737865.1	Bacteria	1.694838524	Kraken2
GCF_000741575.1	Bacteria	2.448458672	Kraken2
GCF_000024445.1	Bacteria	2.545719147	Kraken2
GCF_000706765.1	Bacteria	1.674943924	Kraken2
GCF_000420565.1	Bacteria	1.764809608	Kraken2
GCF_000421685.1	Bacteria	1.806199074	Kraken2
GCF_000421365.1	Bacteria	1.926986694	Kraken2
GCF_000164115.1	Bacteria	2.671377182	Kraken2
GCF_001570805.1	Bacteria	3.577961922	Kraken2
GCF_000807915.1	Bacteria	3.716691971	Kraken2
GCF_001561975.1	Bacteria	2.755558014	Kraken2
GCF_000212695.1	Bacteria	4.119616508	Kraken2
GCF_004306155.1	Bacteria	4.277980804	Kraken2
GCF_000321105.1	Bacteria	4.165457726	Kraken2
GCF_000092865.1	Bacteria	3.98138237	Kraken2
GCF_006538725.1	Bacteria	3.66437912	Kraken2
GCF_000718325.1	Bacteria	3.89700222	Kraken2
GCF_006538705.1	Bacteria	3.450159073	Kraken2
GCF_000195815.1	Bacteria	2.403079987	Kraken2
GCF_000010225.1	Bacteria	3.247721672	Kraken2
GCF_000143705.1	Bacteria	2.257545471	Kraken2
GCF_000344785.1	Bacteria	2.828138351	Kraken2
GCF_001044175.1	Bacteria	2.243893623	Kraken2
GCF_000988235.1	Bacteria	2.669904709	Kraken2
GCF_000179395.2	Bacteria	3.314958572	Kraken2
GCF_000597865.1	Bacteria	2.950099945	Kraken2
GCF_900104415.1	Bacteria	2.815003395	Kraken2
GCF_000156655.1	Bacteria	2.434720993	Kraken2
GCF_000807675.2	Bacteria	4.270747185	Kraken2
GCF_000734015.1	Bacteria	1.703422546	Kraken2
GCF_000091725.1	Bacteria	2.526453972	Kraken2
GCF_000008345.1	Bacteria	2.472241402	Kraken2
GCF_000310065.1	Bacteria	3.530456543	Kraken2
GCF_000425285.1	Bacteria	2.930640221	Kraken2
GCF_000277715.1	Bacteria	3.330755234	Kraken2
GCF_000423445.1	Bacteria	2.842139244	Kraken2
GCF_006716235.1	Bacteria	2.693779945	Kraken2
GCF_000175815.1	Bacteria	2.137275696	Kraken2
GCF_000007865.1	Bacteria	4.663693428	Kraken2
GCF_000295855.1	Bacteria	6.142334938	Kraken2
GCF_000172115.1	Bacteria	5.179738045	Kraken2
GCF_000157895.3	Bacteria	6.351080894	Kraken2
GCF_000026685.1	Bacteria	3.155697823	Kraken2
GCF_000257725.1	Bacteria	5.49565506	Kraken2
GCF_000015005.1	Bacteria	6.74785614	Kraken2
GCF_000008585.1	Bacteria	4.252386093	Kraken2
GCF_000971805.1	Bacteria	4.72955513	Kraken2
GCF_001722335.1	Bacteria	5.77542305	Kraken2
GCF_000521195.1	Bacteria	5.852284431	Kraken2
GCF_001417955.2	Bacteria	7.32994175	Kraken2
GCF_001686665.1	Bacteria	5.633971214	Kraken2
GCF_000018345.1	Bacteria	6.43112278	Kraken2
GCF_002101775.1	Bacteria	4.32119751	Kraken2
GCF_001667885.1	Bacteria	5.364011765	Kraken2
GCF_000455305.1	Bacteria	5.584093094	Kraken2
GCF_002250655.1	Bacteria	5.867691994	Kraken2
GCF_002116635.1	Bacteria	6.460042	Kraken2
GCF_002101955.1	Bacteria	4.37362957	Kraken2
GCF_000257745.1	Bacteria	4.292469978	Kraken2
GCF_000613245.1	Bacteria	5.735372543	Kraken2
GCF_001049355.1	Bacteria	5.816290855	Kraken2
GCF_900637205.1	Bacteria	5.273942947	Kraken2
GCF_002101995.1	Bacteria	4.09503746	Kraken2
GCF_000317305.3	Bacteria	5.234812737	Kraken2
GCF_001012795.1	Bacteria	6.518415451	Kraken2
GCF_000234585.1	Bacteria	4.708846092	Kraken2
GCF_002102395.1	Bacteria	3.473204613	Kraken2
GCF_900453085.1	Bacteria	5.720788956	Kraken2
GCF_000266905.1	Bacteria	6.124615669	Kraken2
GCF_001907655.1	Bacteria	5.783146858	Kraken2
GCF_000723385.1	Bacteria	5.929101944	Kraken2
GCF_000016365.1	Bacteria	5.777270317	Kraken2
GCF_000974925.2	Bacteria	6.187333107	Kraken2
GCF_000013925.1	Bacteria	5.606145859	Kraken2
GCF_000295825.1	Bacteria	6.033435822	Kraken2
GCF_000371885.1	Bacteria	6.949451447	Kraken2
GCF_001613305.1	Bacteria	8.917377472	Kraken2
GCF_000308635.1	Bacteria	7.248570442	Kraken2
GCF_000308355.2	Bacteria	6.718536377	Kraken2
GCF_000759005.1	Bacteria	5.707921982	Kraken2
GCF_000239135.1	Bacteria	6.053465843	Kraken2
GCF_000341965.1	Bacteria	5.925323486	Kraken2
GCF_000010105.1	Bacteria	6.65858078	Kraken2
GCF_000062885.1	Bacteria	7.930309296	Kraken2
GCF_003053965.1	Bacteria	7.562792778	Kraken2
GCF_001552535.1	Bacteria	4.943453789	Kraken2
GCF_000960475.2	Bacteria	5.571327209	Kraken2
GCF_900142365.1	Bacteria	5.892643929	Kraken2
GCF_000371785.1	Bacteria	5.16932106	Kraken2
GCF_000023865.1	Bacteria	4.16018486	Kraken2
GCF_000948395.1	Bacteria	7.376886368	Kraken2
GCF_000058485.1	Bacteria	7.240035057	Kraken2
GCF_000025345.1	Bacteria	5.13944149	Kraken2
GCF_000429885.1	Bacteria	2.529029846	Kraken2
GCF_000284295.1	Bacteria	8.471679688	Kraken2
GCF_003711105.1	Bacteria	8.002114296	Kraken2
GCF_000785985.1	Bacteria	9.176888466	Kraken2
GCF_002926165.1	Bacteria	6.779233932	Kraken2
GCF_002266845.1	Bacteria	7.443116188	Kraken2
GCF_007830265.1	Bacteria	6.828699112	Kraken2
GCF_900091545.1	Bacteria	6.830694199	Kraken2
GCF_003208035.1	Bacteria	7.865411758	Kraken2
GCF_000156475.1	Bacteria	6.589090347	Kraken2
GCF_000716945.1	Bacteria	7.713751793	Kraken2
GCF_001267885.1	Bacteria	8.104964256	Kraken2
GCF_001270635.1	Bacteria	9.671895981	Kraken2
GCF_000717105.1	Bacteria	8.131064415	Kraken2
GCF_000745675.1	Bacteria	7.066264153	Kraken2
GCF_000716885.1	Bacteria	9.017967224	Kraken2
GCF_003268965.1	Bacteria	7.394655228	Kraken2
GCF_000716625.1	Bacteria	7.152658463	Kraken2
GCF_002154495.1	Bacteria	7.975108147	Kraken2
GCF_000148465.1	Bacteria	8.829295158	Kraken2
GCF_000203835.1	Bacteria	8.74352932	Kraken2
GCF_001514055.1	Bacteria	9.961993217	Kraken2
GCF_004028635.1	Bacteria	9.498598099	Kraken2
GCF_000518045.1	Bacteria	8.576163292	Kraken2
GCF_001190165.1	Bacteria	7.422652245	Kraken2
GCF_000761215.1	Bacteria	7.361631393	Kraken2
GCF_000261345.2	Bacteria	7.516020775	Kraken2
GCF_000514055.1	Bacteria	7.048632622	Kraken2
GCF_000010605.1	Bacteria	8.251986504	Kraken2
GCF_000245355.1	Bacteria	10.02670765	Kraken2
GCF_000718155.1	Bacteria	8.216841698	Kraken2
GCF_001685355.1	Bacteria	9.964101791	Kraken2
GCF_000158935.1	Bacteria	8.031913757	Kraken2
GCF_900207595.1	Bacteria	7.122198105	Kraken2
GCF_001418655.1	Bacteria	10.63783169	Kraken2
GCF_000331185.1	Bacteria	9.221780777	Kraken2
GCF_002155895.1	Bacteria	7.504670143	Kraken2
GCF_000091305.1	Bacteria	9.799585342	Kraken2
GCF_002155915.1	Bacteria	5.883851051	Kraken2
GCF_000717845.1	Bacteria	8.215034485	Kraken2
GCF_000158955.1	Bacteria	8.355644226	Kraken2
GCF_002192455.1	Bacteria	7.864290237	Kraken2
GCF_003263885.1	Bacteria	7.418306351	Kraken2
GCF_001418585.1	Bacteria	9.632659912	Kraken2
GCF_000720535.1	Bacteria	7.485076904	Kraken2
GCF_002261115.1	Bacteria	8.944264412	Kraken2
GCF_000725565.1	Bacteria	9.213300705	Kraken2
GCF_000384175.1	Bacteria	7.201826096	Kraken2
GCF_000717015.1	Bacteria	7.520423889	Kraken2
GCF_002892485.1	Bacteria	7.629015923	Kraken2
GCF_000717215.1	Bacteria	7.791799545	Kraken2
GCF_000716685.1	Bacteria	8.886978149	Kraken2
GCF_001514115.1	Bacteria	11.27816296	Kraken2
GCF_001418465.1	Bacteria	9.525953293	Kraken2
GCF_000721105.1	Bacteria	9.735070229	Kraken2
GCF_000226455.1	Bacteria	8.596654892	Kraken2
GCF_001704275.1	Bacteria	9.478232384	Kraken2
GCF_000381885.1	Bacteria	6.484050751	Kraken2
GCF_900108175.1	Bacteria	8.35867691	Kraken2
GCF_000468475.2	Bacteria	9.967623711	Kraken2
GCF_001570365.1	Bacteria	8.723798752	Kraken2
GCF_000024865.1	Bacteria	10.0128994	Kraken2
GCF_000721075.1	Bacteria	9.141167641	Kraken2
GCF_000092645.1	Bacteria	4.045880318	Kraken2
GCF_000092985.1	Bacteria	6.318384171	Kraken2
GCF_000341265.1	Bacteria	5.813488007	Kraken2
GCF_900129375.1	Bacteria	7.032037735	Kraken2
GCF_000024385.1	Bacteria	5.445068359	Kraken2
GCF_000012405.1	Bacteria	3.516988754	Kraken2
GCF_001187615.2	Bacteria	2.506288528	Kraken2
GCF_003947235.1	Bacteria	12.01572514	Kraken2
GCF_000202635.1	Bacteria	3.845097542	Kraken2
GCF_000349565.1	Bacteria	3.581290245	Kraken2
GCF_001475775.1	Bacteria	3.356595039	Kraken2
GCF_000007485.1	Bacteria	0.895458221	Kraken2
GCF_001509405.1	Bacteria	3.504441261	Kraken2
GCF_000785495.1	Bacteria	5.443477631	Kraken2
GCF_000143585.1	Bacteria	2.446130753	Kraken2
GCF_000146285.1	Bacteria	2.079687119	Kraken2
GCF_000146895.1	Bacteria	2.448482513	Kraken2
GCF_000024785.1	Bacteria	5.10814476	Kraken2
GCF_000248035.1	Bacteria	5.483832359	Kraken2
GCF_000024985.1	Bacteria	3.856516838	Kraken2
GCF_000092225.1	Bacteria	4.325745583	Kraken2
GCF_000836635.1	Bacteria	7.692819595	Kraken2
GCF_000716545.1	Bacteria	7.382300377	Kraken2
GCF_000269985.1	Bacteria	8.481150627	Kraken2
GCF_003634935.1	Bacteria	7.591215134	Kraken2
GCF_000717175.1	Bacteria	7.763806343	Kraken2
GCF_000222445.2	Bacteria	2.92673111	Kraken2
GCF_003550015.1	Bacteria	2.131110191	Kraken2
GCF_000367785.1	Bacteria	0.595942497	Kraken2
GCF_000012765.1	Bacteria	0.975351334	Kraken2
GCF_000025365.1	Bacteria	0.977273941	Kraken2
GCF_000027325.1	Bacteria	0.560172081	Kraken2
GCF_000085865.1	Bacteria	0.642618179	Kraken2
GCF_000008205.1	Bacteria	0.866584778	Kraken2
GCF_000211295.1	Bacteria	0.801217079	Kraken2
GCF_000011445.1	Bacteria	1.170100212	Kraken2
GCF_000027345.1	Bacteria	0.788371086	Kraken2
GCF_000183365.1	Bacteria	0.97430706	Kraken2
GCF_000195875.1	Bacteria	0.930773735	Kraken2
GCF_000008245.1	Bacteria	0.772021294	Kraken2
GCF_000063605.1	Bacteria	0.847315788	Kraken2
GCF_000020065.1	Bacteria	0.792284012	Kraken2
GCF_000367805.1	Bacteria	0.836894989	Kraken2
GCF_000695835.1	Bacteria	0.766594887	Kraken2
GCF_002930155.1	Bacteria	0.869365692	Kraken2
GCF_000148625.1	Bacteria	0.943946838	Kraken2
GCF_000227355.1	Bacteria	1.159394264	Kraken2
GCF_000008365.1	Bacteria	0.750393867	Kraken2
GCF_900660485.1	Bacteria	1.005421638	Kraken2
GCF_000420105.1	Bacteria	0.688246727	Kraken2
GCF_000685905.1	Bacteria	0.811543465	Kraken2
GCF_000224105.1	Bacteria	0.804013252	Kraken2
GCF_000485555.1	Bacteria	0.690792084	Kraken2
GCF_000701825.1	Bacteria	0.876249313	Kraken2
GCF_000367185.1	Bacteria	0.73887825	Kraken2
GCF_000021265.1	Bacteria	0.844468117	Kraken2
GCF_001886855.1	Bacteria	1.584649086	Kraken2
GCF_000236085.2	Bacteria	1.253787994	Kraken2
GCF_002865545.1	Bacteria	0.860966682	Kraken2
GCF_000500935.1	Bacteria	1.120674133	Kraken2
GCF_000820525.2	Bacteria	2.222210884	Kraken2
GCF_002163565.1	Bacteria	1.504888535	Kraken2
GCF_004379335.1	Bacteria	1.124649048	Kraken2
GCF_000517365.1	Bacteria	1.093683243	Kraken2
GCF_000439435.1	Bacteria	1.049026489	Kraken2
GCF_000018785.1	Bacteria	1.445545197	Kraken2
GCF_002749675.1	Bacteria	0.818867683	Kraken2
GCF_000687835.1	Bacteria	1.178289413	Kraken2
GCF_000008305.1	Bacteria	0.765993118	Kraken2
GCF_000373985.1	Bacteria	5.473421097	Kraken2
GCF_003261095.1	Bacteria	4.804559708	Kraken2
GCF_000233695.2	Bacteria	3.837993622	Kraken2
